impl,graph_name,variant_or_mode,threads,runtime_seconds,total_levels,delta_unreached,source,directed,alpha,beta
ours,coPapersDBLP,hybrid_omp,8,0.033036500,15,,0,0,10.0,32.0
ours,coPapersDBLP,hybrid_omp,4,0.030925321,15,,0,0,20.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.019043793,15,,0,0,10.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.039276103,15,,0,0,4.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.047168503,15,,0,0,10.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.014832682,15,,0,0,4.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.022953692,15,,0,0,12.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.019149045,15,,0,0,4.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.030224124,15,,0,0,12.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.018829818,15,,0,0,4.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.043375567,15,,0,0,12.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.019790610,15,,0,0,4.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.023635525,15,,0,0,12.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.015328464,15,,0,0,4.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.020760767,15,,0,0,12.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.034000656,15,,0,0,6.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.020647495,15,,0,0,12.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.017727048,15,,0,0,6.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.026303483,15,,0,0,14.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.019455545,15,,0,0,6.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.016468029,15,,0,0,14.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.017713251,15,,0,0,6.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.029698073,15,,0,0,14.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.023472920,15,,0,0,6.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.023155206,15,,0,0,14.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.029161836,15,,0,0,6.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.034251085,15,,0,0,14.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.036493649,15,,0,0,8.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.035695650,15,,0,0,14.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.058347457,15,,0,0,8.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.024066416,15,,0,0,16.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.022663692,15,,0,0,8.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.037842472,15,,0,0,16.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.032201349,15,,0,0,8.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.052557681,15,,0,0,16.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.037630026,15,,0,0,8.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.024774236,15,,0,0,16.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.017449264,15,,0,0,8.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.020447178,15,,0,0,16.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.018111642,15,,0,0,10.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.020549608,15,,0,0,16.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.125521200,15,,0,0,10.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.036694143,15,,0,0,20.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.069133134,15,,0,0,10.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.027172631,15,,0,0,20.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.032492231,15,,0,0,10.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.021168865,15,,0,0,20.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.021834058,15,,0,0,10.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.035218018,15,,0,0,20.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.022834053,15,,0,0,10.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.029340313,15,,0,0,20.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.031331005,15,,0,0,12.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.023030329,15,,0,0,20.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.024002455,15,,0,0,12.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.029553477,15,,0,0,4.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.083285201,15,,0,0,12.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.031116133,15,,0,0,4.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.026661834,15,,0,0,12.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.028536277,15,,0,0,4.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.027601240,15,,0,0,12.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.028127289,15,,0,0,4.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.048880238,15,,0,0,12.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.034712829,15,,0,0,4.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.021748594,15,,0,0,14.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.025842875,15,,0,0,4.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.019692861,15,,0,0,14.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.031245129,15,,0,0,6.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.032126487,15,,0,0,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.032919476,15,,0,0,6.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.018173457,15,,0,0,14.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.034468888,15,,0,0,6.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.024771994,15,,0,0,14.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.030477782,15,,0,0,6.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.019618661,15,,0,0,14.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.027589776,15,,0,0,6.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.019952689,15,,0,0,16.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.029453709,15,,0,0,6.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.017335962,15,,0,0,16.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.031291646,15,,0,0,8.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.019918838,15,,0,0,16.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.036083285,15,,0,0,8.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.036305220,15,,0,0,16.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.033840001,15,,0,0,8.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.018242792,15,,0,0,16.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.033540078,15,,0,0,8.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.021405460,15,,0,0,16.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.032417279,15,,0,0,8.0,48.0
ours,coPapersDBLP,hybrid_omp,8,0.015600109,15,,0,0,20.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.034673950,15,,0,0,8.0,64.0
ours,coPapersDBLP,hybrid_omp,8,0.040947010,15,,0,0,20.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.036245251,15,,0,0,10.0,8.0
ours,coPapersDBLP,hybrid_omp,8,0.027192117,15,,0,0,20.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.031247236,15,,0,0,10.0,16.0
ours,coPapersDBLP,hybrid_omp,8,0.021759524,15,,0,0,20.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.035922662,15,,0,0,10.0,24.0
ours,coPapersDBLP,hybrid_omp,8,0.034565515,15,,0,0,20.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.031576428,15,,0,0,10.0,32.0
ours,coPapersDBLP,hybrid_omp,8,0.018020890,15,,0,0,20.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.050970993,15,,0,0,10.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.034672664,15,,0,0,4.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.034904137,15,,0,0,10.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.032440867,15,,0,0,4.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.033809821,15,,0,0,12.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.030465846,15,,0,0,4.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.032783125,15,,0,0,12.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.032966626,15,,0,0,4.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.033090245,15,,0,0,12.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.025929233,15,,0,0,4.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.036461504,15,,0,0,12.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.029495572,15,,0,0,4.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.035346127,15,,0,0,12.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.032446869,15,,0,0,6.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.033865512,15,,0,0,12.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.028508025,15,,0,0,6.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.036784331,15,,0,0,14.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.036475138,15,,0,0,6.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.035287169,15,,0,0,14.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.031036470,15,,0,0,6.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.033046165,15,,0,0,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.025759369,15,,0,0,6.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.036969608,15,,0,0,14.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.033410315,15,,0,0,6.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.032377458,15,,0,0,14.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.032740267,15,,0,0,8.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.034735334,15,,0,0,14.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.035800182,15,,0,0,8.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.033321395,15,,0,0,16.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.033288246,15,,0,0,8.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.033736441,15,,0,0,16.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.034049835,15,,0,0,8.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.036390436,15,,0,0,16.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.035297782,15,,0,0,8.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.036865751,15,,0,0,16.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.037389394,15,,0,0,8.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.032263428,15,,0,0,16.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.033775531,15,,0,0,10.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.032665010,15,,0,0,16.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.034326457,15,,0,0,10.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.035471012,15,,0,0,20.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.037056896,15,,0,0,10.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.037935939,15,,0,0,20.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.032854082,15,,0,0,10.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.034088572,15,,0,0,20.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.032416707,15,,0,0,10.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.031919842,15,,0,0,20.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.036613084,15,,0,0,10.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.032838695,15,,0,0,20.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.036193515,15,,0,0,12.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.032798816,15,,0,0,20.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.034484160,15,,0,0,12.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.043948374,15,,0,0,12.0,24.0
ours,wiki-topcats,seq,1,0.340147358,258,,0,1,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.030976045,15,,0,0,12.0,32.0
ours,wiki-topcats,topdown_omp,1,0.400590096,258,,0,1,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.035524365,15,,0,0,12.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.032972404,15,,0,0,12.0,64.0
ours,wiki-topcats,topdown_omp,2,0.272347382,258,,0,1,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.033906400,15,,0,0,14.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.035129847,15,,0,0,14.0,16.0
ours,wiki-topcats,topdown_omp,4,0.177521982,258,,0,1,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.034950912,15,,0,0,14.0,24.0
ours,wiki-topcats,topdown_omp,8,0.276089722,258,,0,1,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.034516416,15,,0,0,14.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.032466907,15,,0,0,14.0,48.0
ours,wiki-topcats,topdown_omp,16,0.426007116,258,,0,1,14.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.029662920,15,,0,0,14.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.036583598,15,,0,0,16.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.132976770,258,,0,1,4.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.035001471,15,,0,0,16.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.133885322,258,,0,1,4.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.035834753,15,,0,0,16.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.032069783,15,,0,0,16.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.136367207,258,,0,1,4.0,24.0
ours,coPapersDBLP,hybrid_omp,16,0.029906025,15,,0,0,16.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.032919175,15,,0,0,16.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.135450931,258,,0,1,4.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.037383723,15,,0,0,20.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.121398890,258,,0,1,4.0,48.0
ours,coPapersDBLP,hybrid_omp,16,0.040298294,15,,0,0,20.0,16.0
ours,coPapersDBLP,hybrid_omp,16,0.034537577,15,,0,0,20.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.126890561,258,,0,1,4.0,64.0
ours,coPapersDBLP,hybrid_omp,16,0.032775542,15,,0,0,20.0,32.0
ours,coPapersDBLP,hybrid_omp,16,0.036960105,15,,0,0,20.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.131445209,258,,0,1,6.0,8.0
ours,coPapersDBLP,hybrid_omp,16,0.033911467,15,,0,0,20.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.160751632,258,,0,1,6.0,16.0
ours,wiki-topcats,seq,1,0.379250340,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.121843515,258,,0,1,6.0,24.0
ours,wiki-topcats,topdown_omp,1,0.407851470,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.140906366,258,,0,1,6.0,32.0
ours,wiki-topcats,topdown_omp,2,0.236232254,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.129878665,258,,0,1,6.0,48.0
ours,wiki-topcats,topdown_omp,4,0.160505979,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.158322964,258,,0,1,6.0,64.0
ours,wiki-topcats,topdown_omp,8,0.297974757,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.171458673,258,,0,1,8.0,8.0
ours,wiki-topcats,topdown_omp,16,0.433202286,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.161171672,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.136219656,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.143736613,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.155020667,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.151533569,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.165799541,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.142733728,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.149828906,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.132427720,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.137801835,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.160846461,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.133053099,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.161337750,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.133284014,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.145381146,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.117538606,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.204105341,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.147274770,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.125770446,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.133929704,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.124771090,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.127582768,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.126946919,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.123379918,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.132999640,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.143688358,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.117491510,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.155669317,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.145287165,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.154243108,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.168145612,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.144901053,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.139673473,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.137684625,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.135015982,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.144541313,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.158487995,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.250989534,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.123990688,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.143158776,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.161500910,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.158668098,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.142027285,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.132212002,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.159780631,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.148030792,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.149227169,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.142869321,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.124093076,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.135076523,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.176014673,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.163842193,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.173525411,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.165547862,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.210932387,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.155665950,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.140604880,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.132885603,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.135341024,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.122872143,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.116994460,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.133036039,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.149119291,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.125594336,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.136590989,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.132123443,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.142141606,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.132835617,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.123641970,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.125725713,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.064574947,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.154749584,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.087173017,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.131131386,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.078376815,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.134773350,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.082123193,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.127556776,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.082490839,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.150388311,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.086663595,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.120421527,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.082290084,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.128307730,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.073204011,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,1,0.161510253,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.084599405,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,1,0.146128638,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.085643578,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,1,0.137937720,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.082675920,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,1,0.133568796,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.090084207,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,1,0.137930691,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.077620877,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,1,0.144612340,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.081201760,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.084160506,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.074682808,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.078590221,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.071579768,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.074949609,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.078248852,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.072647446,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.073236934,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.077800227,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.074276631,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.071612611,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.076258890,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.087692360,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.071279583,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.090895486,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.105443365,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.082229151,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.078663415,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.082740797,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.079315905,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.075366083,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.075014054,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.071580151,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.084971141,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.081157585,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.070042808,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.071121091,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.075280696,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.080961330,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.075780590,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.078931215,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.082936082,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.079536467,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.098926988,258,,0,1,14.0,8.0
