impl,graph_name,variant_or_mode,threads,runtime_seconds,total_levels,delta_unreached,source,directed,alpha,beta
ours,com-dblp.ungraph,hybrid_omp,1,0.034950142,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.027590457,15,,0,0,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.039698491,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031419417,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031344125,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029433151,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029140041,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.037575424,15,,0,0,6.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.381791855,258,,0,1,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036146191,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.033159499,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029063555,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032316685,15,,0,0,8.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031318446,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032837477,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.033449849,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.034762844,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036239313,15,,0,0,10.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.033892943,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028268157,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.037000054,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.033824564,15,,0,0,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030064393,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.034621178,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031115874,15,,0,0,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028133447,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031072259,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.037696172,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036612138,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031527532,15,,0,0,14.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.364540987,258,,0,1,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030106924,15,,0,0,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030061547,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032165057,15,,0,0,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032635832,15,,0,0,14.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.037512339,15,,0,0,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031862399,15,,0,0,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032166043,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032219756,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036233477,15,,0,0,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031846142,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029320300,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.041172202,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031124406,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030655845,15,,0,0,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030035830,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032958235,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031044658,15,,0,0,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.023961642,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016851474,15,,0,0,4.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.025335130,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017916642,15,,0,0,4.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.372320367,258,,0,1,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.023419744,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018358464,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017543964,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019196334,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017868529,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015300926,15,,0,0,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017071215,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.020913365,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018017931,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017286138,15,,0,0,8.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018260543,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016213060,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018106731,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015158222,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018584004,15,,0,0,10.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015511632,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018537623,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.014918016,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015853547,15,,0,0,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018167083,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.025115287,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021046584,15,,0,0,12.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.359439620,258,,0,1,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021184389,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015741243,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018043154,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021329566,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017626707,15,,0,0,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019456664,15,,0,0,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019356139,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018777186,15,,0,0,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.022228173,15,,0,0,14.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018195755,15,,0,0,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018518044,15,,0,0,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017723805,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016856014,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017315981,15,,0,0,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018157228,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017976830,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016297900,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017793899,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021293223,15,,0,0,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017745535,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016226745,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021036541,15,,0,0,20.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.355629599,258,,0,1,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008636801,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008506246,15,,0,0,4.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009710756,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008780184,15,,0,0,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011497029,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.019372368,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012417089,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010522401,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009108607,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011745242,15,,0,0,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012095133,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.013072901,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010636849,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008459000,15,,0,0,8.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.017385402,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009173584,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012128504,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011674030,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012925026,15,,0,0,10.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015720504,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.013246847,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008278357,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010424905,15,,0,0,10.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.374301836,258,,0,1,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008914217,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015186785,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010260022,15,,0,0,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015530522,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010338779,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010741998,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010662693,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009730275,15,,0,0,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012475724,15,,0,0,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015516708,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.014931038,15,,0,0,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.014333292,15,,0,0,14.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015951177,15,,0,0,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011565539,15,,0,0,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.013304807,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009986521,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010789416,15,,0,0,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010811469,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.018888884,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015392473,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012630319,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012479642,15,,0,0,20.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.398413567,258,,0,1,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.015946490,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.017367350,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012463603,15,,0,0,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.009842113,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.023146201,15,,0,0,4.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.023301699,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007959458,15,,0,0,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.023986177,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007744176,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.009902794,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007256934,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007557702,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.028122296,15,,0,0,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.019207214,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.019587479,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.013291436,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.006648463,15,,0,0,8.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007446326,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.021558337,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.009844319,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.021095197,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.011194134,15,,0,0,10.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.369466591,258,,0,1,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.013653089,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.009669353,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.032503457,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.019038721,15,,0,0,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.011523340,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007943674,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.025736280,15,,0,0,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.008632418,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.018113039,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.023578305,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.047821304,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.020367507,15,,0,0,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.015896616,15,,0,0,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.007719424,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.017163244,15,,0,0,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.014168000,15,,0,0,14.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.020038419,15,,0,0,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.006191726,15,,0,0,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.006038077,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.013883267,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.019872136,15,,0,0,16.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.381277070,258,,0,1,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.006950586,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.016604973,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,8,0.009621114,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,8,0.018956344,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,8,0.024482475,15,,0,0,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,8,0.021579337,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,8,0.009315109,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,8,0.015781252,15,,0,0,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.027253839,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.029655768,15,,0,0,4.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024229113,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028893519,15,,0,0,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024906163,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024820546,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028626906,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028339537,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.025339603,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.025196641,15,,0,0,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.027280725,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024671092,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024139768,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.021354238,15,,0,0,8.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.352740207,258,,0,1,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024993065,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.035397382,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.030098292,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.021343054,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.027026879,15,,0,0,10.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.036915468,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.023428152,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.043518892,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.020970747,15,,0,0,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.029090490,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.034806557,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.027031260,15,,0,0,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.025992870,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.026184086,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.026886327,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024700944,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028481197,15,,0,0,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.026910997,15,,0,0,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.025629060,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.030240440,15,,0,0,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.027493218,15,,0,0,14.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.393164248,258,,0,1,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.025802969,15,,0,0,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.030179377,15,,0,0,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028752734,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024417478,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028614612,15,,0,0,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024124473,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.027551057,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,16,0.031761868,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,16,0.025689449,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024874158,15,,0,0,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,16,0.024303946,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028817359,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,16,0.028039266,15,,0,0,20.0,64.0
ours,soc-Epinions1,seq,1,0.001628173,10,,0,1,14.0,24.0
ours,soc-Epinions1,topdown_omp,1,0.005116098,10,,0,1,14.0,24.0
ours,soc-Epinions1,topdown_omp,2,0.002027090,10,,0,1,14.0,24.0
ours,soc-Epinions1,topdown_omp,4,0.001347807,10,,0,1,14.0,24.0
ours,soc-Epinions1,topdown_omp,8,0.003646635,10,,0,1,14.0,24.0
ours,soc-Epinions1,topdown_omp,16,0.014423024,10,,0,1,14.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003100956,10,,0,1,4.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.001739185,10,,0,1,4.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.002209552,10,,0,1,4.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.001976844,10,,0,1,4.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.002980288,10,,0,1,4.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.004453376,10,,0,1,4.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.002912823,10,,0,1,6.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.003535000,10,,0,1,6.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.003885756,10,,0,1,6.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003405259,10,,0,1,6.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.002056350,10,,0,1,6.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.002048127,10,,0,1,6.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.002047058,10,,0,1,8.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.002283254,10,,0,1,8.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.003021234,10,,0,1,8.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003237146,10,,0,1,8.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.003523808,10,,0,1,8.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.003153476,10,,0,1,8.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.003482685,10,,0,1,10.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.002180579,10,,0,1,10.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.003427680,10,,0,1,10.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.005137179,10,,0,1,10.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.005195079,10,,0,1,10.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.003286744,10,,0,1,10.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.002974699,10,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.363979199,258,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.001911302,10,,0,1,12.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.002687943,10,,0,1,12.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003130709,10,,0,1,12.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.003525619,10,,0,1,12.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.003603438,10,,0,1,12.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.003105776,10,,0,1,14.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.003145910,10,,0,1,14.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.003392070,10,,0,1,14.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003704227,10,,0,1,14.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.003335973,10,,0,1,14.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.003239763,10,,0,1,14.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.003102302,10,,0,1,16.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.002891775,10,,0,1,16.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.003559053,10,,0,1,16.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003206304,10,,0,1,16.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.003293571,10,,0,1,16.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.003442088,10,,0,1,16.0,64.0
ours,soc-Epinions1,hybrid_omp,1,0.002868209,10,,0,1,20.0,8.0
ours,soc-Epinions1,hybrid_omp,1,0.002820953,10,,0,1,20.0,16.0
ours,soc-Epinions1,hybrid_omp,1,0.003191414,10,,0,1,20.0,24.0
ours,soc-Epinions1,hybrid_omp,1,0.003237796,10,,0,1,20.0,32.0
ours,soc-Epinions1,hybrid_omp,1,0.003244306,10,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,1,0.003214748,10,,0,1,20.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002488351,10,,0,1,4.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.001962299,10,,0,1,4.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.002025004,10,,0,1,4.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.002148056,10,,0,1,4.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002448577,10,,0,1,4.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.002141538,10,,0,1,4.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002617744,10,,0,1,6.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.002080574,10,,0,1,6.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.002053788,10,,0,1,6.0,24.0
